time_s,phase,ambient_temperature_K,relative_humidity_pct,pressure_Pa,altitude_m,tas_ms,thrust_N,propulsive_power_kW
196.000,CL,264.742,56.648,85519.633,1407.541,109.871,24670.267,2710.539
197.000,CL,264.742,56.648,85444.403,1414.727,109.871,24670.267,2710.539
198.000,CL,264.742,56.648,85369.227,1421.914,109.871,24670.267,2710.539
199.000,CL,264.742,56.648,85294.104,1429.100,109.871,24670.267,2710.539
200.000,CL,264.742,56.648,85219.035,1436.287,109.871,24670.267,2710.539
201.000,CL,264.742,56.648,85144.019,1443.474,109.871,24670.267,2710.539
202.000,CL,264.742,56.648,85069.056,1450.660,109.871,24670.267,2710.539
203.000,CL,264.742,56.648,84994.148,1457.847,109.871,24670.267,2710.539
204.000,CL,264.742,56.648,84919.292,1465.033,109.871,24670.267,2710.539
205.000,CL,264.742,56.648,84844.490,1472.220,109.871,24670.267,2710.539
206.000,CL,264.742,56.648,84769.741,1479.407,109.871,24670.267,2710.539
207.000,CL,264.742,56.648,84695.046,1486.593,109.871,24670.267,2710.539
208.000,CL,264.742,56.648,84620.404,1493.780,109.871,24670.267,2710.539
209.000,CL,264.742,56.648,84545.815,1500.966,109.871,24670.267,2710.539
210.000,CL,264.742,56.648,84471.279,1508.153,109.871,24670.267,2710.539
211.000,CL,264.742,56.648,84396.797,1515.340,109.871,24670.267,2710.539
212.000,CL,264.742,56.648,84322.368,1522.526,109.871,24670.267,2710.539
213.000,CL,264.742,56.648,84247.992,1529.713,109.871,24670.267,2710.539
214.000,CL,264.742,56.648,84173.669,1536.899,109.871,24670.267,2710.539
215.000,CL,264.742,56.648,84099.399,1544.086,109.871,24670.267,2710.539
216.000,CL,264.742,56.648,84025.182,1551.272,109.871,24670.267,2710.539
217.000,CL,264.742,56.648,83951.019,1558.459,109.871,24670.267,2710.539
218.000,CL,264.742,56.648,83876.908,1565.646,109.871,24670.267,2710.539
219.000,CL,264.742,56.648,83802.850,1572.832,109.871,24670.267,2710.539
220.000,CL,264.742,56.648,83728.846,1580.019,109.871,24670.267,2710.539
221.000,CL,264.742,56.648,83654.894,1587.205,109.871,24670.267,2710.539
222.000,CL,264.742,56.648,83580.995,1594.392,109.871,24670.267,2710.539
223.000,CL,264.742,56.648,83507.149,1601.579,109.871,24670.267,2710.539
224.000,CL,264.742,56.648,83433.356,1608.765,109.871,24670.267,2710.539
225.000,CL,264.742,56.648,83359.615,1615.952,109.871,24670.267,2710.539
226.000,CL,264.742,56.648,83285.928,1623.138,109.871,24670.267,2710.539
227.000,CL,264.742,56.648,83212.293,1630.325,109.871,24670.267,2710.539
228.000,CL,264.742,56.648,83138.711,1637.512,109.871,24670.267,2710.539
229.000,CL,264.742,56.648,83065.181,1644.698,109.871,24670.267,2710.539
230.000,CL,264.742,56.648,82991.705,1651.885,109.871,24670.267,2710.539
231.000,CL,264.742,56.648,82918.280,1659.071,109.871,24670.267,2710.539
232.000,CL,264.742,56.648,82844.909,1666.258,109.871,24670.267,2710.539
233.000,CL,264.742,56.648,82771.590,1673.445,109.871,24670.267,2710.539
234.000,CL,264.742,56.648,82698.324,1680.631,109.871,24670.267,2710.539
235.000,CL,264.742,56.648,82625.110,1687.818,109.871,24670.267,2710.539
236.000,CL,264.742,56.648,82551.949,1695.004,109.871,24670.267,2710.539
237.000,CL,264.742,56.648,82478.840,1702.191,109.871,24670.267,2710.539
238.000,CL,264.742,56.648,82405.783,1709.377,109.871,24670.267,2710.539
239.000,CL,264.742,56.648,82332.779,1716.564,109.871,24670.267,2710.539
240.000,CL,264.742,56.648,82259.827,1723.751,109.871,24670.267,2710.539
241.000,CL,264.742,56.648,82186.928,1730.937,109.871,24670.267,2710.539
242.000,CL,264.742,56.648,82114.081,1738.124,109.871,24670.267,2710.539
243.000,CL,264.742,56.648,82041.286,1745.310,109.871,24670.267,2710.539
244.000,CL,264.742,56.648,81968.544,1752.497,109.871,24670.267,2710.539
245.000,CL,264.742,56.648,81895.854,1759.684,109.871,24670.267,2710.539
246.000,CL,264.742,56.648,81823.216,1766.870,109.871,24670.267,2710.539
247.000,CL,264.742,56.648,81750.630,1774.057,109.871,24670.267,2710.539
248.000,CL,264.742,56.648,81678.096,1781.243,109.871,24670.267,2710.539
249.000,CL,264.742,56.648,81605.615,1788.430,109.871,24670.267,2710.539
250.000,CL,264.742,56.648,81533.185,1795.617,109.871,24670.267,2710.539
251.000,CL,264.742,56.648,81460.808,1802.803,109.871,24670.267,2710.539
252.000,CL,264.742,56.648,81388.483,1809.990,109.871,24670.267,2710.539
253.000,CL,264.742,56.648,81316.209,1817.176,109.871,24670.267,2710.539
254.000,CL,264.742,56.648,81243.988,1824.363,109.871,24670.267,2710.539
255.000,CL,264.742,56.648,81171.818,1831.550,109.871,24670.267,2710.539
256.000,CL,264.742,56.648,81099.701,1838.736,109.871,24670.267,2710.539
257.000,CL,264.742,56.648,81027.635,1845.923,109.871,24670.267,2710.539
258.000,CL,264.742,56.648,80955.621,1853.109,109.871,24670.267,2710.539
259.000,CL,264.742,56.648,80883.660,1860.296,109.871,24670.267,2710.539
260.000,CL,264.742,56.648,80811.749,1867.482,109.871,24670.267,2710.539
261.000,CL,264.742,56.648,80739.891,1874.669,109.871,24670.267,2710.539
262.000,CL,264.742,56.648,80668.085,1881.856,109.871,24670.267,2710.539
263.000,CL,264.742,56.648,80596.330,1889.042,109.871,24670.267,2710.539
264.000,CL,264.742,56.648,80524.626,1896.229,109.871,24670.267,2710.539
265.000,CL,264.742,56.648,80452.975,1903.415,109.871,24670.267,2710.539
266.000,CL,264.742,56.648,80381.375,1910.602,109.871,24670.267,2710.539
267.000,CL,264.742,56.648,80309.827,1917.789,109.871,24670.267,2710.539
268.000,CL,264.742,56.648,80238.330,1924.975,109.871,24670.267,2710.539
269.000,CL,264.742,56.648,80166.885,1932.162,109.871,24670.267,2710.539
270.000,CL,264.742,56.648,80095.491,1939.348,109.871,24670.267,2710.539
271.000,CL,264.742,56.648,80024.149,1946.535,109.871,24670.267,2710.539
272.000,CL,264.742,56.648,79952.858,1953.722,109.871,24670.267,2710.539
273.000,CL,264.742,56.648,79881.619,1960.908,109.871,24670.267,2710.539
274.000,CL,264.742,56.648,79810.431,1968.095,109.871,24670.267,2710.539
275.000,CL,264.742,56.648,79739.295,1975.281,109.871,24670.267,2710.539
276.000,CL,264.742,56.648,79668.210,1982.468,109.871,24670.267,2710.539
277.000,CL,264.742,56.648,79597.176,1989.655,109.871,24670.267,2710.539
278.000,CL,264.742,56.648,79526.194,1996.841,109.871,24670.267,2710.539
279.000,CL,264.742,56.648,79455.262,2004.028,109.871,24670.267,2710.539
280.000,CL,264.742,56.648,79384.382,2011.214,109.871,24670.267,2710.539
281.000,CL,264.742,56.648,79313.554,2018.401,109.871,24670.267,2710.539
282.000,CL,264.742,56.648,79242.776,2025.587,109.871,24670.267,2710.539
283.000,CL,264.742,56.648,79172.050,2032.774,109.871,24670.267,2710.539
284.000,CL,264.742,56.648,79101.374,2039.961,109.871,24670.267,2710.539
285.000,CL,264.742,56.648,79030.750,2047.147,109.871,24670.267,2710.539
286.000,CL,264.742,56.648,78960.177,2054.334,109.871,24670.267,2710.539
287.000,CL,264.742,56.648,78889.655,2061.520,109.871,24670.267,2710.539
288.000,CL,264.742,56.648,78819.184,2068.707,109.871,24670.267,2710.539
289.000,CL,264.742,56.648,78748.764,2075.894,109.871,24670.267,2710.539
290.000,CL,264.742,56.648,78678.394,2083.080,109.871,24670.267,2710.539
291.000,CL,264.742,56.648,78608.076,2090.267,109.871,24670.267,2710.539
292.000,CL,264.742,56.648,78537.809,2097.453,109.871,24670.267,2710.539
293.000,CL,264.742,56.648,78467.592,2104.640,109.871,24670.267,2710.539
294.000,CL,264.742,56.648,78397.427,2111.827,109.871,24670.267,2710.539
295.000,CL,264.742,56.648,78327.312,2119.013,109.871,24670.267,2710.539
296.000,CL,264.742,56.648,78257.248,2126.200,109.871,24670.267,2710.539
297.000,CL,264.742,56.648,78187.235,2133.386,109.871,24670.267,2710.539
298.000,CL,264.742,56.648,78117.272,2140.573,109.871,24670.267,2710.539
299.000,CL,264.742,56.648,78047.360,2147.760,109.871,24670.267,2710.539
300.000,CL,264.742,56.648,77977.499,2154.946,109.871,24670.267,2710.539
301.000,CL,264.742,56.648,77907.688,2162.133,109.871,24670.267,2710.539
302.000,CL,264.742,56.648,77837.929,2169.319,109.871,24670.267,2710.539
303.000,CL,264.742,56.648,77768.219,2176.506,109.871,24670.267,2710.539
304.000,CL,264.742,56.648,77698.560,2183.692,109.871,24670.267,2710.539
305.000,CL,264.742,56.648,77628.952,2190.879,109.871,24670.267,2710.539
306.000,CL,264.742,56.648,77559.394,2198.066,109.871,24670.267,2710.539
307.000,CL,264.742,56.648,77489.887,2205.252,109.871,24670.267,2710.539
308.000,CL,264.742,56.648,77420.430,2212.439,109.871,24670.267,2710.539
309.000,CL,264.742,56.648,77351.024,2219.625,109.871,24670.267,2710.539
310.000,CL,264.742,56.648,77281.668,2226.812,109.871,24670.267,2710.539
311.000,CL,264.742,56.648,77212.362,2233.999,109.871,24670.267,2710.539
312.000,CL,264.742,56.648,77143.107,2241.185,109.871,24670.267,2710.539
313.000,CL,264.742,56.648,77073.902,2248.372,109.871,24670.267,2710.539
314.000,CL,264.742,56.648,77004.747,2255.558,109.871,24670.267,2710.539
315.000,CL,264.742,56.648,76935.643,2262.745,109.871,24670.267,2710.539
316.000,CL,264.742,56.648,76866.589,2269.932,109.871,24670.267,2710.539
317.000,CL,264.742,56.648,76797.585,2277.118,109.871,24670.267,2710.539
318.000,CL,264.742,56.648,76728.631,2284.305,109.871,24670.267,2710.539
319.000,CL,264.742,56.648,76659.727,2291.491,109.871,24670.267,2710.539
320.000,CL,264.742,56.648,76590.874,2298.678,109.871,24670.267,2710.539
321.000,CL,264.742,56.648,76522.070,2305.864,109.871,24670.267,2710.539
322.000,CL,264.742,56.648,76453.317,2313.051,109.871,24670.267,2710.539
323.000,CL,264.742,56.648,76384.613,2320.238,109.871,24670.267,2710.539
324.000,CL,264.742,56.648,76315.960,2327.424,109.871,24670.267,2710.539
325.000,CL,264.742,56.648,76247.356,2334.611,109.871,24670.267,2710.539
326.000,CL,264.742,56.648,76178.803,2341.797,109.871,24670.267,2710.539
327.000,CL,264.742,56.648,76110.299,2348.984,109.871,24670.267,2710.539
328.000,CL,264.742,56.648,76041.845,2356.171,109.871,24670.267,2710.539
329.000,CL,264.742,56.648,75973.441,2363.357,109.871,24670.267,2710.539
330.000,CL,264.742,56.648,75905.087,2370.544,109.871,24670.267,2710.539
331.000,CL,264.742,56.648,75836.783,2377.730,109.871,24670.267,2710.539
332.000,CL,264.742,56.648,75768.529,2384.917,109.871,24670.267,2710.539
333.000,CL,264.742,56.648,75700.324,2392.104,109.871,24670.267,2710.539
334.000,CL,264.742,56.648,75632.169,2399.290,109.871,24670.267,2710.539
335.000,CL,264.742,56.648,75564.064,2406.477,109.871,24670.267,2710.539
336.000,CL,264.742,56.648,75496.008,2413.663,109.871,24670.267,2710.539
337.000,CL,264.742,56.648,75428.002,2420.850,109.871,24670.267,2710.539
338.000,CL,264.742,56.648,75360.046,2428.037,109.871,24670.267,2710.539
339.000,CL,264.742,56.648,75292.139,2435.223,109.871,24670.267,2710.539
340.000,CL,264.742,56.648,75224.282,2442.410,109.871,24670.267,2710.539
341.000,CL,264.742,56.648,75156.474,2449.596,109.871,24670.267,2710.539
342.000,CL,264.742,56.648,75088.716,2456.783,109.871,24670.267,2710.539
343.000,CL,264.742,56.648,75021.008,2463.969,109.871,24670.267,2710.539
344.000,CL,264.742,56.648,74953.348,2471.156,109.871,24670.267,2710.539
345.000,CL,264.742,56.648,74885.738,2478.343,109.871,24670.267,2710.539
346.000,CL,264.742,56.648,74818.178,2485.529,109.871,24670.267,2710.539
347.000,CL,264.742,56.648,74750.667,2492.716,109.871,24670.267,2710.539
348.000,CL,264.742,56.648,74683.205,2499.902,109.871,24670.267,2710.539
349.000,CL,264.742,56.648,74615.793,2507.089,109.871,24670.267,2710.539
350.000,CL,264.742,56.648,74548.430,2514.276,109.871,24670.267,2710.539
351.000,CL,264.742,56.648,74481.116,2521.462,109.871,24670.267,2710.539
352.000,CL,264.742,56.648,74413.851,2528.649,109.871,24670.267,2710.539
353.000,CL,264.742,56.648,74346.636,2535.835,109.871,24670.267,2710.539
354.000,CL,264.742,56.648,74279.469,2543.022,109.871,24670.267,2710.539
