time_s,phase,ambient_temperature_K,relative_humidity_pct,pressure_Pa,altitude_m,tas_ms,thrust_N,propulsive_power_kW
72.000,TO,282.777,73.527,95223.862,520.717,81.800,23835.881,1949.778
73.000,TO,282.777,73.527,95141.270,527.950,81.800,24221.260,1981.302
74.000,TO,282.777,73.527,95058.736,535.182,81.800,24704.576,2020.837
75.000,TO,282.777,73.527,94976.260,542.414,81.800,25306.378,2070.065
76.000,TO,282.777,73.527,94893.841,549.646,81.800,26084.094,2133.682
77.000,TO,282.777,73.527,94811.481,556.878,81.800,26896.181,2200.111
78.000,TO,282.777,73.527,94729.179,564.111,81.800,27786.056,2272.903
79.000,TO,282.777,73.527,94646.934,571.343,81.800,28692.798,2347.074
80.000,TO,282.777,73.527,94564.748,578.575,81.800,29595.950,2420.952
81.000,TO,282.777,73.527,94482.619,585.807,81.800,30532.525,2497.564
82.000,TO,282.777,73.527,94400.547,593.039,81.800,31437.625,2571.601
83.000,TO,282.777,73.527,94318.534,600.271,81.800,32280.779,2640.571
84.000,TO,282.777,73.527,94236.578,607.504,81.800,32935.025,2694.089
85.000,TO,282.777,73.527,94154.680,614.736,81.800,33451.651,2736.349
86.000,TO,282.777,73.527,94072.840,621.968,81.800,33850.055,2768.938
87.000,TO,282.777,73.527,93991.057,629.200,81.800,34193.654,2797.045
88.000,TO,282.777,73.527,93909.332,636.432,81.800,34435.994,2816.868
89.000,TO,282.777,73.527,93827.664,643.665,81.800,34583.150,2828.906
90.000,TO,282.777,73.527,93746.054,650.897,81.800,34646.329,2834.074
91.000,TO,282.777,73.527,93664.502,658.129,81.800,34618.143,2831.768
92.000,TO,282.777,73.527,93583.006,665.361,81.800,34650.960,2834.453
93.000,TO,282.777,73.527,93501.569,672.593,81.800,34606.884,2830.847
94.000,TO,282.777,73.527,93420.188,679.826,81.800,34627.439,2832.529
95.000,TO,282.777,73.527,93338.865,687.058,81.800,34736.764,2841.471
96.000,TO,282.777,73.527,93257.600,694.290,81.800,34942.193,2858.275
97.000,TO,282.777,73.527,93176.391,701.522,81.800,35365.824,2892.929
98.000,TO,282.777,73.527,93095.240,708.754,81.800,35886.806,2935.545
99.000,TO,282.777,73.527,93014.146,715.986,81.800,36377.484,2975.682
100.000,TO,282.777,73.527,92933.110,723.219,81.800,36951.273,3022.618
101.000,TO,282.777,73.527,92852.130,730.451,81.800,37604.265,3076.033
102.000,TO,282.777,73.527,92771.208,737.683,81.800,38241.887,3128.191
103.000,TO,282.777,73.527,92690.343,744.915,81.800,38789.950,3173.022
104.000,TO,282.777,73.527,92609.535,752.147,81.800,39279.275,3213.049
105.000,TO,282.777,73.527,92528.784,759.380,81.800,39652.445,3243.575
106.000,TO,282.777,73.527,92448.089,766.612,81.800,40059.441,3276.867
107.000,TO,282.777,73.527,92444.180,766.962,81.823,40336.952,3300.500
108.000,TO,282.777,73.527,92432.629,767.998,81.892,40506.378,3317.132
109.000,TO,282.777,73.527,92413.701,769.695,82.004,40679.032,3335.828
110.000,TO,282.777,73.527,92387.663,772.031,82.158,40754.545,3348.302
111.000,TO,282.777,73.527,92354.785,774.981,82.352,40755.848,3356.343
112.000,TO,282.777,73.527,92315.334,778.521,82.586,40626.174,3355.157
113.000,TO,282.777,73.527,92269.582,782.629,82.857,40438.315,3350.605
114.000,TO,282.777,73.527,92217.798,787.280,83.164,40129.801,3337.360
115.000,TO,282.777,73.527,92160.254,792.451,83.505,39616.788,3308.216
116.000,TO,282.777,73.527,92097.222,798.118,83.879,38874.273,3260.751
117.000,TO,282.777,73.527,92028.972,804.258,84.285,38003.130,3203.079
118.000,TO,282.777,73.527,91955.777,810.846,84.719,36950.878,3130.458
119.000,TO,282.777,73.527,91877.909,817.860,85.182,35779.612,3047.792
120.000,TO,282.777,73.527,91795.640,825.276,85.672,34543.402,2959.395
121.000,TO,282.777,73.527,91709.240,833.070,86.186,33306.186,2870.532
122.000,TO,282.777,73.527,91618.982,841.218,86.724,32238.319,2795.833
123.000,TO,282.777,73.527,91525.136,849.697,87.283,31364.658,2737.617
124.000,TO,282.777,73.527,91427.971,858.483,87.863,30772.664,2703.790
125.000,TO,282.777,73.527,91327.759,867.553,88.462,30324.503,2682.564
126.000,TO,282.777,73.527,91224.768,876.883,89.078,30115.901,2682.654
127.000,TO,282.777,73.527,91119.266,886.449,89.709,30082.427,2698.664
128.000,TO,282.777,73.527,91011.520,896.228,90.354,30113.572,2720.893
129.000,TO,282.777,73.527,90901.798,906.195,91.012,30178.922,2746.650
130.000,TO,282.777,73.527,90790.365,916.328,91.681,30269.910,2775.174
131.000,TO,282.777,73.527,90677.486,926.603,92.359,30341.584,2802.320
132.000,TO,282.777,73.527,90563.424,936.996,93.045,30313.474,2820.517
133.000,TO,282.777,73.527,90448.443,947.484,93.737,30267.475,2837.186
134.000,TO,282.777,73.527,90332.804,958.042,94.434,30223.127,2854.089
135.000,TO,282.777,73.527,90216.768,968.648,95.134,30171.007,2870.285
136.000,CL,264.742,56.648,90100.595,979.277,95.835,31162.070,2986.429
137.000,CL,264.742,56.648,89984.543,989.907,96.537,30699.554,2963.640
138.000,CL,264.742,56.648,89868.869,1000.512,97.237,30143.471,2931.056
139.000,CL,264.742,56.648,89753.831,1011.071,97.934,29680.260,2906.697
140.000,CL,264.742,56.648,89639.683,1021.558,98.626,29091.043,2869.128
141.000,CL,264.742,56.648,89526.680,1031.951,99.312,28690.397,2849.293
142.000,CL,264.742,56.648,89415.074,1042.226,99.990,28117.408,2811.455
143.000,CL,264.742,56.648,89305.120,1052.359,100.659,27687.273,2786.962
144.000,CL,264.742,56.648,89197.066,1062.327,101.316,27285.485,2764.468
145.000,CL,264.742,56.648,89091.165,1072.106,101.962,26888.339,2741.584
146.000,CL,264.742,56.648,88987.666,1081.672,102.593,26597.102,2728.680
147.000,CL,264.742,56.648,88886.817,1091.002,103.209,26253.239,2709.567
148.000,CL,264.742,56.648,88788.866,1100.071,103.807,25910.765,2689.730
149.000,CL,264.742,56.648,88694.061,1108.858,104.387,25675.236,2680.169
150.000,CL,264.742,56.648,88602.649,1117.337,104.947,25556.901,2682.118
151.000,CL,264.742,56.648,88514.874,1125.485,105.485,25452.683,2684.868
152.000,CL,264.742,56.648,88430.984,1133.279,105.999,25297.112,2681.469
153.000,CL,264.742,56.648,88351.223,1140.694,106.488,25212.119,2684.799
154.000,CL,264.742,56.648,88275.836,1147.708,106.951,25249.075,2700.423
155.000,CL,264.742,56.648,88205.068,1154.297,107.386,25278.837,2714.598
156.000,CL,264.742,56.648,88139.164,1160.437,107.791,25376.325,2735.349
157.000,CL,264.742,56.648,88078.368,1166.104,108.165,25612.244,2770.359
158.000,CL,264.742,56.648,88022.925,1171.275,108.507,25815.430,2801.146
159.000,CL,264.742,56.648,87973.079,1175.926,108.814,26073.539,2837.156
160.000,CL,264.742,56.648,87929.078,1180.034,109.085,26229.259,2861.211
161.000,CL,264.742,56.648,87891.165,1183.574,109.318,26457.184,2892.256
162.000,CL,264.742,56.648,87859.589,1186.524,109.513,26737.678,2928.125
163.000,CL,264.742,56.648,87834.595,1188.859,109.667,27199.342,2982.875
164.000,CL,264.742,56.648,87816.433,1190.557,109.779,27576.212,3027.294
165.000,CL,264.742,56.648,87805.352,1191.592,109.848,27936.786,3068.788
166.000,CL,264.742,56.648,87801.603,1191.943,109.871,28289.592,3108.197
167.000,CL,264.742,56.648,87724.751,1199.130,109.871,28723.201,3155.838
168.000,CL,264.742,56.648,87647.954,1206.316,109.871,29121.945,3199.648
169.000,CL,264.742,56.648,87571.211,1213.503,109.871,29355.903,3225.353
170.000,CL,264.742,56.648,87494.523,1220.689,109.871,29547.995,3246.459
171.000,CL,264.742,56.648,87417.889,1227.876,109.871,29823.453,3276.723
172.000,CL,264.742,56.648,87341.310,1235.062,109.871,29939.061,3289.425
173.000,CL,264.742,56.648,87264.785,1242.249,109.871,29973.660,3293.227
174.000,CL,264.742,56.648,87188.314,1249.436,109.871,29945.590,3290.143
175.000,CL,264.742,56.648,87111.897,1256.622,109.871,29894.989,3284.583
176.000,CL,264.742,56.648,87035.535,1263.809,109.871,29807.736,3274.996
177.000,CL,264.742,56.648,86959.227,1270.995,109.871,29712.291,3264.510
178.000,CL,264.742,56.648,86882.973,1278.182,109.871,29595.891,3251.721
179.000,CL,264.742,56.648,86806.773,1285.369,109.871,29480.482,3239.041
180.000,CL,264.742,56.648,86730.627,1292.555,109.871,29311.286,3220.451
181.000,CL,264.742,56.648,86654.536,1299.742,109.871,29218.844,3210.294
182.000,CL,264.742,56.648,86578.498,1306.928,109.871,29126.998,3200.203
183.000,CL,264.742,56.648,86502.515,1314.115,109.871,29028.810,3189.415
184.000,CL,264.742,56.648,86426.585,1321.302,109.871,28902.907,3175.582
185.000,CL,264.742,56.648,86350.710,1328.488,109.871,28710.299,3154.420
186.000,CL,264.742,56.648,86274.888,1335.675,109.871,28395.772,3119.863
187.000,CL,264.742,56.648,86199.121,1342.861,109.871,28073.188,3084.420
188.000,CL,264.742,56.648,86123.407,1350.048,109.871,27662.963,3039.349
189.000,CL,264.742,56.648,86047.747,1357.235,109.871,27236.332,2992.475
190.000,CL,264.742,56.648,85972.141,1364.421,109.871,26876.591,2952.950
191.000,CL,264.742,56.648,85896.589,1371.608,109.871,26360.306,2896.225
192.000,CL,264.742,56.648,85821.090,1378.794,109.871,25871.946,2842.568
193.000,CL,264.742,56.648,85745.645,1385.981,109.871,25458.984,2797.196
194.000,CL,264.742,56.648,85670.254,1393.167,109.871,25073.304,2754.821
195.000,CL,264.742,56.648,85594.917,1400.354,109.871,24754.855,2719.833
196.000,CL,264.742,56.648,85519.633,1407.541,109.871,24527.816,2694.888
197.000,CL,264.742,56.648,85444.403,1414.727,109.871,24258.570,2665.306
198.000,CL,264.742,56.648,85369.227,1421.914,109.871,24124.041,2650.525
199.000,CL,264.742,56.648,85294.104,1429.100,109.871,24110.325,2649.018
200.000,CL,264.742,56.648,85219.035,1436.287,109.871,24171.724,2655.764
201.000,CL,264.742,56.648,85144.019,1443.474,109.871,24230.767,2662.251
202.000,CL,264.742,56.648,85069.056,1450.660,109.871,24404.019,2681.286
203.000,CL,264.742,56.648,84994.148,1457.847,109.871,24608.294,2703.730
204.000,CL,264.742,56.648,84919.292,1465.033,109.871,24821.280,2727.131
205.000,CL,264.742,56.648,84844.490,1472.220,109.871,25068.872,2754.334
206.000,CL,264.742,56.648,84769.741,1479.407,109.871,25291.813,2778.829
207.000,CL,264.742,56.648,84695.046,1486.593,109.871,25484.156,2799.962
208.000,CL,264.742,56.648,84620.404,1493.780,109.871,25650.104,2818.195
209.000,CL,264.742,56.648,84545.815,1500.966,109.871,25824.585,2837.365
210.000,CL,264.742,56.648,84471.279,1508.153,109.871,25959.425,2852.180
211.000,CL,264.742,56.648,84396.797,1515.340,109.871,26099.056,2867.521
212.000,CL,264.742,56.648,84322.368,1522.526,109.871,26104.945,2868.168
213.000,CL,264.742,56.648,84247.992,1529.713,109.871,26150.530,2873.177
214.000,CL,264.742,56.648,84173.669,1536.899,109.871,26108.590,2868.569
215.000,CL,264.742,56.648,84099.399,1544.086,109.871,26087.581,2866.260
216.000,CL,264.742,56.648,84025.182,1551.272,109.871,25975.036,2853.895
217.000,CL,264.742,56.648,83951.019,1558.459,109.871,25819.850,2836.845
218.000,CL,264.742,56.648,83876.908,1565.646,109.871,25598.481,2812.523
219.000,CL,264.742,56.648,83802.850,1572.832,109.871,25313.525,2781.214
220.000,CL,264.742,56.648,83728.846,1580.019,109.871,25136.374,2761.751
221.000,CL,264.742,56.648,83654.894,1587.205,109.871,24884.690,2734.098
222.000,CL,264.742,56.648,83580.995,1594.392,109.871,24676.786,2711.255
223.000,CL,264.742,56.648,83507.149,1601.579,109.871,24499.840,2691.814
224.000,CL,264.742,56.648,83433.356,1608.765,109.871,24367.046,2677.224
225.000,CL,264.742,56.648,83359.615,1615.952,109.871,24246.697,2664.001
226.000,CL,264.742,56.648,83285.928,1623.138,109.871,24106.639,2648.613
227.000,CL,264.742,56.648,83212.293,1630.325,109.871,23960.142,2632.517
228.000,CL,264.742,56.648,83138.711,1637.512,109.871,23825.121,2617.682
229.000,CL,264.742,56.648,83065.181,1644.698,109.871,23722.075,2606.361
230.000,CL,264.742,56.648,82991.705,1651.885,109.871,23659.625,2599.499
231.000,CL,264.742,56.648,82918.280,1659.071,109.871,23668.326,2600.455
232.000,CL,264.742,56.648,82844.909,1666.258,109.871,23671.028,2600.752
233.000,CL,264.742,56.648,82771.590,1673.445,109.871,23615.367,2594.637
234.000,CL,264.742,56.648,82698.324,1680.631,109.871,23603.238,2593.304
235.000,CL,264.742,56.648,82625.110,1687.818,109.871,23681.347,2601.886
236.000,CL,264.742,56.648,82551.949,1695.004,109.871,23745.428,2608.926
237.000,CL,264.742,56.648,82478.840,1702.191,109.871,23870.419,2622.659
238.000,CL,264.742,56.648,82405.783,1709.377,109.871,23979.732,2634.670
239.000,CL,264.742,56.648,82332.779,1716.564,109.871,24088.619,2646.633
240.000,CL,264.742,56.648,82259.827,1723.751,109.871,24154.258,2653.845
241.000,CL,264.742,56.648,82186.928,1730.937,109.871,24176.437,2656.282
242.000,CL,264.742,56.648,82114.081,1738.124,109.871,24250.653,2664.436
243.000,CL,264.742,56.648,82041.286,1745.310,109.871,24256.274,2665.053
244.000,CL,264.742,56.648,81968.544,1752.497,109.871,24235.757,2662.799
245.000,CL,264.742,56.648,81895.854,1759.684,109.871,24285.302,2668.243
246.000,CL,264.742,56.648,81823.216,1766.870,109.871,24219.766,2661.042
247.000,CL,264.742,56.648,81750.630,1774.057,109.871,24285.655,2668.282
248.000,CL,264.742,56.648,81678.096,1781.243,109.871,24251.977,2664.581
249.000,CL,264.742,56.648,81605.615,1788.430,109.871,24170.211,2655.598
250.000,CL,264.742,56.648,81533.185,1795.617,109.871,24119.007,2649.972
251.000,CL,264.742,56.648,81460.808,1802.803,109.871,24115.490,2649.585
252.000,CL,264.742,56.648,81388.483,1809.990,109.871,24109.651,2648.944
253.000,CL,264.742,56.648,81316.209,1817.176,109.871,24127.139,2650.865
254.000,CL,264.742,56.648,81243.988,1824.363,109.871,24212.084,2660.198
255.000,CL,264.742,56.648,81171.818,1831.550,109.871,24202.015,2659.092
256.000,CL,264.742,56.648,81099.701,1838.736,109.871,24229.712,2662.135
257.000,CL,264.742,56.648,81027.635,1845.923,109.871,24217.130,2660.753
258.000,CL,264.742,56.648,80955.621,1853.109,109.871,24155.205,2653.949
259.000,CL,264.742,56.648,80883.660,1860.296,109.871,24024.076,2639.542
260.000,CL,264.742,56.648,80811.749,1867.482,109.871,23967.654,2633.343
261.000,CL,264.742,56.648,80739.891,1874.669,109.871,23878.466,2623.543
262.000,CL,264.742,56.648,80668.085,1881.856,109.871,23777.107,2612.407
263.000,CL,264.742,56.648,80596.330,1889.042,109.871,23671.581,2600.813
264.000,CL,264.742,56.648,80524.626,1896.229,109.871,23470.181,2578.685
265.000,CL,264.742,56.648,80452.975,1903.415,109.871,23292.656,2559.180
266.000,CL,264.742,56.648,80381.375,1910.602,109.871,23116.671,2539.845
267.000,CL,264.742,56.648,80309.827,1917.789,109.871,22908.943,2517.021
268.000,CL,264.742,56.648,80238.330,1924.975,109.871,22633.798,2486.791
